Date,Open,High,Low,Close,Volume,Close_lag1,Daily_Return,SMA_20,SMA_50,SMA_200,RSI,BB_middle,BB_upper,BB_lower,BB_width,MACD,MACD_signal,MACD_hist,ATR,Next_Close,Spread_Direction
2006-07-19,1236.739990234375,1261.81005859375,1236.739990234375,1259.81005859375,2701980000,1236.8599853515625,1.8555110128867458,1255.989990234375,1263.1895947265625,1264.479599609375,55.279476439008725,1255.989990234375,1285.747799193086,1226.232181275664,59.51561791742188,-4.0279950451110835,-2.8161658769148445,-1.211829168196239,14.116428920200892,1249.1300048828125,0
2006-07-20,1259.81005859375,1262.56005859375,1249.1300048828125,1249.1300048828125,2345580000,1259.81005859375,-0.8477511064532206,1255.836492919922,1261.66939453125,1264.5917498779297,39.64224694398404,1255.836492919922,1285.7080704901155,1225.9649153497285,59.74315514038699,-3.973483066126164,-3.0476293147571085,-0.9258537513690555,13.15142822265625,1240.2900390625,0
2006-07-21,1249.1199951171875,1250.9599609375,1238.719970703125,1240.2900390625,2704090000,1249.1300048828125,-0.7076898149718125,1255.57099609375,1260.0181958007813,1264.7208502197266,37.61699624399099,1255.57099609375,1285.916286598539,1225.2257055889609,60.69058100957818,-4.590674850979212,-3.3562384220015296,-1.2344364289776828,13.589991978236608,1260.9100341796875,1
2006-07-24,1240.25,1262.5,1240.25,1260.9100341796875,2312720000,1240.2900390625,1.6625139659086186,1256.3914978027344,1259.1179956054686,1265.0434503173828,42.663659191642,1256.3914978027344,1286.361475858788,1226.4215197466808,59.93995611210721,-3.37701438986619,-3.360393615574462,-0.016620774291728146,14.442138671875,1268.8800048828125,1
2006-07-25,1260.9100341796875,1272.3900146484375,1257.18994140625,1268.8800048828125,2563930000,1260.9100341796875,0.6320808374175702,1257.3074951171875,1258.6707958984375,1265.430400390625,49.21976019472683,1257.3074951171875,1287.644632793886,1226.970357440489,60.674275353397206,-1.7518751760399027,-3.03868992766755,1.2868147516276474,14.507864815848214,1268.4000244140625,0
2006-07-26,1268.8699951171875,1273.8900146484375,1261.93994140625,1268.4000244140625,2667710000,1268.8800048828125,-0.037827096880949096,1258.7674987792968,1258.1487963867187,1265.792900390625,47.77083001968071,1258.7674987792968,1288.2334576438088,1229.3015399147848,58.93191772902401,-0.49694260800151824,-2.530340463734344,2.033397855732826,14.808585030691964,1263.199951171875,0
2006-07-27,1268.199951171875,1275.8499755859375,1261.9200439453125,1263.199951171875,2776710000,1268.4000244140625,-0.40997107711265857,1259.6274963378905,1257.5711962890625,1266.1722503662108,49.080635158149654,1259.6274963378905,1288.5229473336942,1230.7320453420868,57.79090199160737,0.077109175078931,-2.008850535971689,2.08595971105062,14.928580147879464,1278.550048828125,1
2006-07-28,1263.1500244140625,1280.4200439453125,1263.1500244140625,1278.550048828125,2480420000,1263.199951171875,1.215175605572938,1259.9114990234375,1257.7357983398438,1266.6406506347657,54.07667973872457,1259.9114990234375,1289.4592649466795,1230.3637331001955,59.09553184648394,1.7504953232892149,-1.2569813641195082,3.0074766874087233,15.476431710379464,1276.6600341796875,0
2006-07-31,1278.530029296875,1278.6600341796875,1274.31005859375,1276.6600341796875,2461300000,1278.550048828125,-0.14782484660414985,1260.2345031738282,1258.0327978515625,1267.1355505371093,51.57493914222812,1260.2345031738282,1290.390795303004,1230.0782110446523,60.31258425835176,2.8908337828574986,-0.42741833472410684,3.3182521175816055,14.787859235491071,1270.9200439453125,0
2006-08-01,1278.530029296875,1278.6600341796875,1265.7099609375,1270.9200439453125,2527690000,1276.6600341796875,-0.44960992595520777,1259.7710083007812,1258.1105981445312,1267.6059509277343,54.88116057541264,1259.7710083007812,1288.9034608245656,1230.6385557769968,58.264905047568845,3.293426417294313,0.3167506156795772,2.9766758016147357,14.568577357700892,1277.4100341796875,1
2006-08-02,1270.72998046875,1283.4200439453125,1270.72998046875,1277.4100341796875,2610750000,1270.9200439453125,0.5106529136347682,1260.0960083007812,1258.4173999023437,1268.0601513671875,65.09406748102654,1260.0960083007812,1289.889221371673,1230.3027952298894,59.586426141783704,4.089036090694208,1.0712077106825033,3.0178283800117045,14.248587472098214,1280.27001953125,1
2006-08-03,1278.219970703125,1283.9599609375,1271.25,1280.27001953125,2728440000,1277.4100341796875,0.22388937577111356,1260.4055114746093,1258.891201171875,1268.511001586914,69.47415435536386,1260.4055114746093,1290.9300242444328,1229.8809987047857,61.04902553964712,4.893925280625581,1.835751224671119,3.0581740559544617,14.138584681919642,1279.3599853515625,0
2006-08-04,1280.260009765625,1292.9200439453125,1273.8199462890625,1279.3599853515625,2530970000,1280.27001953125,-0.07108142546528029,1261.09951171875,1259.307001953125,1269.0171014404298,69.96880612534267,1261.09951171875,1292.7212299277314,1229.4777935097684,63.24343641796304,5.39616992187166,2.5478349641112272,2.848334957760433,14.890023367745536,1275.77001953125,0
2006-08-07,1279.31005859375,1279.31005859375,1273.0,1275.77001953125,2045660000,1279.3599853515625,-0.28060638611625555,1261.521014404297,1259.3648022460939,1269.4171514892578,67.13039048031584,1261.521014404297,1293.712576844505,1229.3294519640888,64.38312488041629,5.441792581947311,3.126626487678444,2.315166094268867,14.250026157924108,1271.47998046875,0
2006-08-08,1275.6700439453125,1282.75,1268.3699951171875,1271.47998046875,2457840000,1275.77001953125,-0.3362705657620202,1261.4735107421875,1259.191201171875,1269.885551147461,56.14787833888957,1261.4735107421875,1293.600030442124,1229.346991042251,64.25303939987316,5.0732967626966,3.515960542682076,1.5573362200145242,13.4864501953125,1265.949951171875,0
2006-08-09,1271.1300048828125,1283.739990234375,1264.72998046875,1265.949951171875,2555180000,1271.47998046875,-0.43492853853949187,1261.8410095214845,1259.3128002929689,1270.3173510742188,59.369385909440176,1261.8410095214845,1293.997266932397,1229.684752110572,64.31251482182506,4.285631926066344,3.66989481935893,0.6157371067074142,13.885018484933036,1271.81005859375,1
2006-08-10,1265.719970703125,1272.550048828125,1261.300048828125,1271.81005859375,2402190000,1265.949951171875,0.46290198253495785,1263.3175109863282,1259.3472021484374,1270.6795013427734,68.16082058899654,1263.3175109863282,1294.3854063845622,1232.2496155880942,62.13579079646797,4.08714944753342,3.753345744993828,0.33380370253959235,13.814304896763392,1266.739990234375,0
2006-08-11,1271.6400146484375,1271.6400146484375,1262.0799560546875,1266.739990234375,2004540000,1271.81005859375,-0.3986498082096501,1264.8445129394531,1258.967802734375,1271.0305010986328,54.09232604251104,1264.8445129394531,1293.1826356937372,1236.506390185169,56.67624550856817,3.4806161328631333,3.698799822567689,-0.21818368970455548,12.920026506696429,1268.2099609375,1
2006-08-14,1266.6700439453125,1278.9000244140625,1266.6700439453125,1268.2099609375,2118020000,1266.739990234375,0.11604360124866098,1266.5305114746093,1258.5676025390626,1271.4146508789063,49.4824344533267,1266.5305114746093,1291.014925749124,1242.0460972000947,48.96882854902924,3.083009448024768,3.5756417476591045,-0.4926322996343364,12.707877022879464,1285.5799560546875,1
2006-08-15,1268.18994140625,1286.22998046875,1268.18994140625,1285.5799560546875,2334100000,1268.2099609375,1.3696466399260254,1268.9665100097657,1258.9734008789062,1271.9480505371093,60.524292811912055,1268.9665100097657,1290.5434007538456,1247.3896192656857,43.15378148815989,4.122000864431129,3.6849135710135097,0.43708729341761954,13.142874581473214,1295.4300537109375,1
2006-08-16,1285.27001953125,1296.2099609375,1285.27001953125,1295.4300537109375,2554570000,1285.5799560546875,0.7661987579892671,1270.747509765625,1259.6050024414062,1272.4331506347655,68.67970234616762,1270.747509765625,1294.8720107746863,1246.6230087565636,48.24900201812261,5.67481388559645,4.082893633930098,1.5919202516663518,12.929303850446429,1297.47998046875,1
2006-08-17,1295.3699951171875,1300.780029296875,1292.7099609375,1297.47998046875,2458340000,1295.4300537109375,0.15824295197877092,1273.1650085449219,1260.4316015625,1272.8855004882812,62.97099897619828,1273.1650085449219,1297.852027605763,1248.4779894840808,49.37403812168213,6.990261961085935,4.664367299361265,2.3258946617246696,12.272164481026786,1302.300048828125,1
2006-08-18,1297.47998046875,1302.300048828125,1293.5699462890625,1302.300048828125,2033910000,1297.47998046875,0.3714946228020821,1276.2655090332032,1261.3190014648437,1273.3832006835937,66.89059547263881,1276.2655090332032,1299.07228185598,1253.4587362104264,45.613545645553586,8.32572944535309,5.39663972855963,2.9290897167934604,12.585030691964286,1297.52001953125,0
2006-08-21,1302.300048828125,1302.300048828125,1295.510009765625,1297.52001953125,1759240000,1302.300048828125,-0.3670451599211977,1278.0960083007812,1262.2234008789062,1273.7970007324218,67.74744221882325,1278.0960083007812,1301.5801855875104,1254.611831014052,46.96835457345833,8.895842892873134,6.096480361422331,2.799362531450803,12.145028250558036,1298.8199462890625,1
2006-08-22,1297.52001953125,1302.489990234375,1294.43994140625,1298.8199462890625,1908740000,1297.52001953125,0.10018548756436374,1279.5930053710938,1263.4510009765625,1274.191400756836,65.34755352698838,1279.5930053710938,1304.3842735734509,1254.8017371687367,49.58253640471412,9.344833706876898,6.746151030513245,2.5986826763636532,11.8135986328125,1292.989990234375,0
2006-08-23,1298.72998046875,1301.5,1289.8199462890625,1292.989990234375,1893670000,1298.8199462890625,-0.44886560845824874,1280.8225036621093,1264.837001953125,1274.5556506347657,58.745828605193005,1280.8225036621093,1305.7153105301527,1255.9296967940659,49.785613736086816,9.125045585772114,7.221929941565019,1.9031156442070944,11.740033830915179,1296.06005859375,1
2006-08-24,1292.969970703125,1297.22998046875,1291.4000244140625,1296.06005859375,1930320000,1292.989990234375,0.23743945293950297,1282.465509033203,1266.15740234375,1274.9219006347657,61.15118703528909,1282.465509033203,1306.7921701770724,1258.1388478893336,48.653322287738774,9.093763529976286,7.5962966592472725,1.4974668707290135,10.792166573660714,1295.0899658203125,0
2006-08-25,1295.9200439453125,1298.8800048828125,1292.3900146484375,1295.0899658203125,1667580000,1296.06005859375,-0.07484936882400373,1283.2925048828124,1266.9360009765626,1275.3044006347657,63.36828519639095,1283.2925048828124,1308.1768827312274,1258.4081270343975,49.768755696829885,8.888235845873623,7.854684496572543,1.0335513493010806,10.80145263671875,1301.780029296875,1
2006-08-28,1295.0899658203125,1305.02001953125,1293.969970703125,1301.780029296875,1834920000,1295.0899658203125,0.5165713311912734,1284.5485046386718,1267.94080078125,1275.7100506591796,70.29191423404805,1284.5485046386718,1310.534741574429,1258.5622677029146,51.97247387151447,9.159599722887833,8.115667541835602,1.0439321810522308,10.5635986328125,1304.280029296875,1
2006-08-29,1301.5699462890625,1305.02001953125,1295.2900390625,1304.280029296875,2093720000,1301.780029296875,0.19204473442031578,1286.21650390625,1269.2238012695314,1276.0766510009767,76.75546527242858,1286.21650390625,1312.7953047830088,1259.6377030294911,53.15760175351761,9.46725404564404,8.38598484259729,1.08126920304675,9.900739397321429,1305.3699951171875,1
2006-08-30,1303.699951171875,1306.739990234375,1302.1500244140625,1305.3699951171875,2060690000,1304.280029296875,0.08356838990319915,1287.614501953125,1270.5288012695312,1276.4299011230469,75.09708445388968,1287.614501953125,1315.1664412753034,1260.0625626309466,55.10387864435688,9.687353662578516,8.646258606593536,1.0410950559849805,9.425022670200892,1303.8199462890625,0
2006-08-31,1304.25,1306.1099853515625,1302.449951171875,1303.8199462890625,1974540000,1305.3699951171875,-0.11874402153588814,1288.7919982910157,1271.561201171875,1276.780200805664,79.2704713779407,1288.7919982910157,1317.02678278602,1260.5572137960114,56.46956899000861,9.62574857089544,8.842156599453917,0.7835919714415223,8.991446358816964,1311.010009765625,1
2006-09-01,1303.800048828125,1312.030029296875,1303.800048828125,1311.010009765625,1800520000,1303.8199462890625,0.551461380616769,1290.3744995117188,1272.8694018554688,1277.190200805664,80.98744657458701,1290.3744995117188,1319.9016697899995,1260.8473292334381,59.05434055656133,10.041353650232622,9.081996009609659,0.9593576406229634,8.705732073102679,1313.25,1
2006-09-05,1310.93994140625,1314.6700439453125,1308.8199462890625,1313.25,2114480000,1311.010009765625,0.17085988800158436,1292.2484985351562,1274.2444018554688,1277.6004010009765,75.65352412986056,1292.2484985351562,1322.618378757248,1261.8786183130644,60.7397604441835,10.431227464418498,9.351842300571427,1.0793851638470713,7.83502197265625,1300.260009765625,0
2006-09-06,1313.0400390625,1313.0400390625,1299.280029296875,1300.260009765625,2329870000,1313.25,-0.9891483140586299,1293.6875,1275.2384008789063,1277.887700805664,54.23159272671271,1293.6875,1322.606640201785,1264.768359798215,57.838280403570025,9.581571232170518,9.397788086891245,0.18378314527927309,8.05145263671875,1294.02001953125,0
2006-09-07,1300.2099609375,1301.25,1292.1300048828125,1294.02001953125,2325850000,1300.260009765625,-0.4799032645401269,1295.0910034179688,1276.3348022460937,1278.116450805664,47.176014857206624,1295.0910034179688,1320.8993933223187,1269.2826135136188,51.6167798086999,8.308917456217841,9.180013960756565,-0.8710965045387233,8.126447405133929,1298.9200439453125,1
2006-09-08,1294.02001953125,1300.1400146484375,1294.02001953125,1298.9200439453125,2132890000,1294.02001953125,0.3786668165951079,1296.4465026855469,1277.393203125,1278.3368011474608,47.244870139045055,1296.4465026855469,1319.8413212485254,1273.0516841225683,46.78963712595714,7.608020662434228,8.865615301092099,-1.2575946386578707,7.940011160714286,1299.5400390625,1
2006-09-11,1298.8599853515625,1302.3599853515625,1290.9300537109375,1299.5400390625,2506430000,1298.9200439453125,0.04773158440949388,1298.0865051269532,1277.9266040039063,1278.5283514404298,51.76636351991802,1298.0865051269532,1316.8541100226373,1279.318900231269,37.53520979136829,7.0216422075652645,8.496820682386732,-1.4751784748214671,8.271432059151786,1313.0,1
2006-09-12,1299.530029296875,1314.280029296875,1299.530029296875,1313.0,2791580000,1299.5400390625,1.035748074927345,1300.3260070800782,1278.7826049804687,1278.7653015136718,60.224986136417655,1300.3260070800782,1314.110485581453,1286.5415285787033,27.568957002749812,7.555939251242535,8.308644396157893,-0.7527051449153586,8.75,1318.0699462890625,1
2006-09-13,1312.739990234375,1319.9200439453125,1311.1199951171875,1318.0699462890625,2597220000,1313.0,0.386134523157855,1301.950506591797,1279.540205078125,1279.0144012451171,68.28512893171879,1301.950506591797,1316.0716192691655,1287.8293939144285,28.242225354737002,8.292880636143082,8.305491644154932,-0.012611008011850444,8.544285365513392,1316.280029296875,0
2006-09-14,1318.0,1318.0,1313.25,1316.280029296875,2351220000,1318.0699462890625,-0.13579833128180008,1302.9930053710937,1280.4476049804687,1279.308501586914,65.02225559654792,1302.9930053710937,1318.1293019459542,1287.856708796233,30.27259314972116,8.632965201732304,8.370986355670407,0.26197884606189703,8.472141810825892,1319.6600341796875,1
2006-09-15,1316.280029296875,1324.6500244140625,1316.280029296875,1319.6600341796875,3198030000,1316.280029296875,0.25678463606395585,1304.1020080566407,1281.3592065429686,1279.6194018554688,67.6230685177143,1304.1020080566407,1320.7156306731745,1287.4883854401069,33.227245233067606,9.07066187252667,8.510921459041661,0.5597404134850095,8.606427873883929,1321.1800537109375,1
2006-09-18,1319.8499755859375,1324.8699951171875,1318.1600341796875,1321.1800537109375,2325080000,1319.6600341796875,0.11518266007009004,1305.0460083007813,1282.4732080078124,1279.9779022216796,65.02947735152097,1305.0460083007813,1323.2937134208184,1286.7983031807441,36.49541024007431,9.431472367835568,8.695031640800442,0.7364407270351254,8.296421595982142,1317.6400146484375,0
